,ID,Income,Recency,NumWebVisitsMonth,Complain,Response,Education_2n Cycle,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Marital_Status_Absurd,Marital_Status_Alone,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow,Marital_Status_YOLO,Expenses,NumPurchases,AcceptedCmp,Childrenhome,Age,clusterid
286,10983,75278.0,17,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,930,23,0,0,71,2
287,8148,50898.0,88,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,859,33,0,2,67,2
288,10102,79946.0,19,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1478,22,0,0,57,3
289,4697,35416.0,62,8,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,390,16,0,0,74,0
290,9262,32414.0,11,7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,52,5,1,0,39,3
291,7254,38361.0,74,7,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,137,10,0,1,54,2
292,4543,82497.0,32,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1919,19,1,0,43,0
293,4927,16626.0,76,9,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,68,9,0,2,52,2
294,10451,29672.0,6,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,25,4,0,2,58,2
297,9738,42386.0,43,8,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,100,7,0,1,37,2
298,7119,68627.0,45,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,825,12,0,0,41,2
300,5827,35246.0,53,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,62,11,0,2,65,0
301,5596,58821.0,44,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,728,21,0,1,67,3
302,10812,46377.0,89,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,90,7,0,1,45,2
303,1717,39747.0,43,8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,273,13,0,1,35,2
304,9491,23976.0,68,7,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,66,10,0,1,39,2
306,6609,27038.0,64,9,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,107,7,0,0,57,3
307,6963,77457.0,85,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1157,18,1,0,76,2
308,4440,64100.0,93,7,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,546,18,1,1,59,1
309,1379,42670.0,12,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,241,11,0,0,31,2
310,10032,12571.0,86,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,53,11,0,1,47,0
311,2826,22574.0,28,7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,37,7,0,3,56,0
313,6320,70893.0,42,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1508,23,0,0,47,1
314,3050,54198.0,13,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,235,16,0,2,57,0
315,231,28839.0,86,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,32,7,0,2,67,2
316,2392,40321.0,59,7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,102,8,0,2,51,0
317,9478,66503.0,30,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,401,15,0,1,38,2
318,113,30833.0,33,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,28,6,0,2,72,0
320,1802,64795.0,23,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,680,21,0,1,52,0
321,520,34421.0,81,7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,30,4,0,1,49,0
322,8275,47025.0,6,7,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,20,4,0,2,58,3
323,9750,64325.0,41,7,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1307,23,0,1,62,3
324,2607,40464.0,78,8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,630,24,0,1,70,2
325,7214,62187.0,49,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1283,18,0,0,66,0
326,5835,14849.0,39,8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,65,9,0,1,47,3
327,3896,27255.0,3,7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,37,5,0,1,39,0
328,10350,54432.0,37,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,38,5,0,3,73,2
329,7786,29999.0,22,8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,160,12,0,1,37,1
330,2861,24072.0,79,8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,23,4,0,1,40,2
331,663,33996.0,46,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,71,6,0,0,34,1
332,10675,66334.0,82,5,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1161,19,0,1,67,2
333,2521,35178.0,10,7,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,59,5,1,1,52,1
334,9592,22010.0,51,8,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,33,7,0,1,40,2
335,10151,62204.0,38,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,946,22,0,2,63,0
337,4099,30675.0,14,8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,62,5,0,1,51,0
340,10172,68655.0,95,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1538,21,0,0,35,2
341,11191,41411.0,11,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,139,8,0,0,37,0
342,9707,55212.0,65,8,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1182,20,2,1,54,2
343,6245,59292.0,71,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,507,18,0,1,73,3
345,1411,82623.0,58,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,940,16,0,0,71,0
346,8553,44300.0,65,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,42,6,0,2,58,0
348,8842,30372.0,33,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,44,8,0,2,52,3
349,11030,33181.0,90,6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,16,4,1,1,47,1
350,2579,71113.0,95,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,835,26,0,1,66,0
352,9185,69759.0,38,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1029,18,0,0,57,1
353,11056,72099.0,18,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1188,18,0,0,49,0
354,9365,60000.0,57,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1277,24,0,1,47,1
355,6201,38643.0,45,7,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,49,7,0,2,45,2
356,2061,50737.0,61,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,99,7,1,1,68,0
357,6184,68462.0,6,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1670,15,0,0,54,2
358,6142,65073.0,65,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,900,14,0,0,80,1
359,4107,46681.0,52,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,425,16,0,2,75,3
362,2958,28442.0,53,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,57,10,0,2,45,0
363,933,37717.0,31,9,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,25,4,0,1,45,2
364,5837,51479.0,67,7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,494,22,0,2,56,0
365,10704,54803.0,65,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,693,19,0,1,54,2
366,5125,79530.0,64,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1348,26,0,0,63,0
367,4432,31615.0,82,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,51,7,0,1,47,0
368,5955,72025.0,27,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1932,16,0,0,61,2
369,2928,52614.0,63,8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,990,16,0,1,48,1
370,5680,35684.0,66,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,30,5,0,1,39,1
371,10313,48178.0,69,8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,254,16,0,2,48,0
372,2557,29548.0,52,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,29,5,1,1,53,1
373,1245,63810.0,45,8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1371,23,1,1,57,2
374,1519,38578.0,2,8,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,73,9,0,2,51,1
375,10703,46098.0,86,8,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,120,11,0,2,48,1
376,1726,22585.0,23,9,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,81,5,1,0,53,2
377,4459,30279.0,13,8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,37,5,0,1,34,2
378,1729,66426.0,14,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1377,20,0,1,62,3
379,1517,30822.0,92,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,51,5,0,1,54,2
380,2098,33581.0,38,8,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,17,4,0,2,54,2
381,9543,19986.0,74,7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,22,4,0,1,38,0
382,6878,27421.0,14,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,324,14,0,0,69,3
383,3310,35688.0,94,8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,211,16,0,3,50,1
384,2724,36143.0,33,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,19,4,0,1,42,1
385,948,10245.0,32,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,41,8,0,1,52,2
386,6720,43795.0,11,7,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,492,17,1,1,55,2
387,6202,63381.0,78,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1005,26,0,1,63,2
388,2066,38823.0,56,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,114,7,0,1,74,2
389,9799,83664.0,57,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1173,19,0,2,55,3
390,8318,90300.0,7,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1738,19,1,0,44,2
391,5642,62499.0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,222,12,0,1,44,2
392,2669,74293.0,66,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1127,16,0,0,30,2
393,455,51012.0,86,6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,209,10,0,0,77,2
394,7683,70777.0,80,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,787,23,0,1,55,1
395,3428,68682.0,56,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1598,24,0,0,32,3
396,7414,43824.0,18,8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,186,12,0,2,52,0
397,6354,15345.0,51,8,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,47,6,0,1,39,2
398,798,23442.0,71,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,27,5,0,1,36,2
399,8213,14515.0,71,7,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,96,11,0,1,43,3
401,9999,75276.0,2,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1040,23,0,0,58,2
402,7617,42373.0,83,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,163,13,0,2,49,2
403,615,30507.0,29,7,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,343,11,0,0,63,2
405,194,48006.0,55,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,41,5,0,2,58,0
406,3645,27213.0,19,8,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,70,9,0,1,51,1
407,8890,65808.0,1,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,272,14,0,2,52,3
408,5049,30351.0,19,9,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,46,6,0,1,49,3
409,9973,50437.0,28,7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,490,19,0,2,60,0
410,7301,23616.0,76,8,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,79,8,0,1,41,1
411,10882,53858.0,50,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,915,17,0,1,47,0
412,7030,66465.0,1,6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1485,35,1,1,68,2
413,7422,46923.0,90,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,369,16,0,1,36,2
414,3523,75072.0,83,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1073,19,0,1,61,2
415,7106,75865.0,73,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1242,19,0,0,80,2
416,6504,19789.0,24,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,78,9,1,1,48,3
419,8581,49505.0,4,8,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,751,29,0,2,52,1
420,5929,37401.0,14,7,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,48,7,0,1,50,2
421,3129,30096.0,30,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,45,6,0,1,40,0
422,6528,18492.0,75,8,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,10,4,0,1,41,2
425,7284,48686.0,8,8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,20,4,0,3,70,0
428,5987,10404.0,52,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,43,7,0,1,34,3
429,3767,61314.0,1,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1008,24,0,1,55,0
431,4324,42387.0,42,8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,684,21,0,1,34,0
432,238,67309.0,76,7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1082,39,0,2,56,3
433,6694,75236.0,27,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1068,25,0,1,59,0
434,498,30015.0,28,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,57,7,0,1,53,2
435,9347,50943.0,49,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,46,5,0,1,67,2
436,9699,67272.0,12,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,733,23,0,1,57,0
438,5455,32011.0,89,7,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,122,10,0,1,52,2
439,456,7500.0,96,8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,36,7,0,1,37,1
440,5012,28691.0,56,8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,34,5,0,1,34,0
441,7495,56223.0,72,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,156,10,0,1,75,2
442,5029,18100.0,14,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,14,4,0,0,77,0
443,10642,30279.0,13,8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,37,5,0,1,34,2
444,2106,20130.0,99,8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,34,5,0,0,49,1
445,10364,23295.0,72,8,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,20,4,0,0,64,0
446,5954,42618.0,92,8,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,192,11,0,1,51,0
448,2541,24027.0,7,8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,48,7,0,1,47,0
449,1142,55707.0,91,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,428,16,0,1,70,2
450,2276,57959.0,71,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,868,27,0,1,68,2
451,2807,56796.0,24,7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1001,27,0,1,54,0
452,6471,36230.0,17,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,59,7,0,1,52,1
453,6131,70829.0,87,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,431,16,0,2,43,1
454,6233,65991.0,21,7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,971,27,0,1,47,0
455,4148,38988.0,90,8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,348,19,0,3,51,0
457,3225,42207.0,71,6,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,265,14,1,1,39,1
458,7540,50300.0,52,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,270,13,0,1,71,0
459,10648,66664.0,78,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1289,19,0,0,41,3
460,1992,60597.0,2,7,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,893,16,1,1,59,0
461,7851,70165.0,60,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,926,22,0,0,74,3
463,7059,80124.0,47,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1495,19,1,0,60,0
464,2815,33183.0,46,7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,120,9,0,1,48,0
465,2416,66582.0,83,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1288,20,0,0,54,1
467,9213,31880.0,13,8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,15,4,0,1,53,3
468,9697,53790.0,86,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,542,20,0,2,72,0
469,3916,49269.0,92,7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,890,25,0,1,52,3
470,2021,61456.0,47,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1388,33,0,1,48,0
471,1581,37406.0,18,8,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,17,4,0,1,43,0
473,6619,38415.0,91,7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,44,6,0,2,45,0
474,9081,20518.0,58,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,25,5,0,1,35,2
475,178,62503.0,40,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,973,26,0,1,67,0
476,916,41644.0,67,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,31,6,0,2,51,1
477,5512,55842.0,19,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,518,17,0,1,46,1
478,8970,62010.0,93,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,530,19,0,1,51,2
479,10581,41124.0,41,8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,506,21,0,1,46,0
480,5300,38961.0,60,7,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,70,6,0,1,50,1
481,5154,37760.0,54,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,54,6,0,1,51,0
482,8346,32233.0,26,9,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,296,12,1,1,49,2
483,1676,43057.0,30,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,266,15,0,1,48,0
484,9286,83151.0,93,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,747,19,0,0,63,2
486,5172,65104.0,4,7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1053,17,0,1,47,2
487,5562,60093.0,92,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,735,21,0,1,49,0
488,3436,14045.0,24,7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,20,5,0,1,54,0
490,3403,78952.0,11,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2092,21,0,1,65,3
491,22,46310.0,99,8,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,309,14,0,1,47,0
492,10965,76005.0,72,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1722,22,1,0,68,2
493,9426,58308.0,77,8,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,900,15,0,1,59,1
495,3136,59432.0,88,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,663,22,0,1,61,0
496,8737,55563.0,22,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,43,6,0,1,45,0
497,11088,78642.0,83,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1816,18,0,1,52,3
498,716,67911.0,63,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,976,27,0,1,74,3
499,466,65275.0,9,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,746,21,0,0,79,0
500,9135,27203.0,92,8,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,64,6,0,2,73,2
501,10623,48330.0,2,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,32,5,0,1,62,2
502,8151,24279.0,6,8,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,263,9,0,0,33,3
503,5140,64355.0,66,8,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1445,21,0,1,38,2
504,10160,50943.0,49,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,46,5,0,1,67,2
505,4945,53653.0,29,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1210,28,0,0,70,3
506,10584,65665.0,77,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,945,24,0,1,47,0
507,6071,81217.0,77,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1157,22,0,0,34,2
508,3386,34935.0,71,7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,137,8,0,0,31,0
509,8939,61250.0,49,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,730,25,0,1,64,0
510,9925,39665.0,97,7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,216,12,1,1,42,3
511,4320,60152.0,6,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,943,23,0,1,44,2
512,5389,48920.0,93,7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,347,16,1,2,59,0
514,182,44124.0,62,8,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,397,17,0,1,77,3
515,203,81169.0,47,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2089,22,0,0,48,1
516,11025,36443.0,9,8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,138,11,0,2,62,0
517,10203,26095.0,77,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,42,5,0,1,33,2
518,4607,71367.0,24,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,777,17,0,0,64,2
520,3696,30630.0,67,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,52,7,0,2,58,0
521,2532,73454.0,95,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1651,13,1,0,36,1
522,9214,42691.0,48,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,358,13,0,0,32,0
524,35,25545.0,35,6,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,210,10,0,1,36,0
525,2258,32880.0,76,8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,42,5,0,1,37,0
526,4322,77863.0,20,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1291,20,0,0,65,3
527,713,50353.0,72,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,442,15,0,0,46,1
528,4702,61839.0,20,8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1895,17,0,0,59,2
529,3281,49154.0,69,6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,411,19,0,2,63,2
531,2004,72679.0,65,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1168,17,0,1,54,2
532,4769,57954.0,52,7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,493,23,1,2,46,2
533,4437,65316.0,65,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,260,12,0,2,61,0
534,8724,28567.0,57,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,46,7,0,1,41,2
535,10741,47352.0,70,7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,319,16,0,1,72,2
536,1991,44931.0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,96,7,0,1,56,2
538,11096,57247.0,50,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,232,12,0,1,71,3
539,304,22944.0,67,7,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,76,9,0,1,42,1
540,3665,25315.0,46,8,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,54,9,0,1,46,3
541,10591,43638.0,37,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,201,11,0,1,54,3
542,5036,42710.0,38,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,406,14,0,1,39,1
544,7822,54058.0,56,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,662,20,0,1,47,2
545,8541,24683.0,98,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,41,8,0,1,33,1
547,4368,47850.0,72,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,134,8,0,1,43,0
548,9671,19514.0,47,8,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,69,10,1,2,55,0
549,2256,27159.0,33,6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,21,6,0,2,50,1
550,4279,39548.0,87,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,54,7,0,2,60,1
551,5371,21474.0,0,7,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,91,8,1,1,34,2
552,9240,60504.0,73,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,526,18,0,1,52,1
553,9460,22419.0,74,8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,162,8,0,0,60,0
554,9504,81698.0,4,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1008,25,0,0,74,1
555,8692,43462.0,50,8,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,240,16,0,2,71,2
556,448,54880.0,57,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,795,21,0,1,45,1
557,8314,79908.0,30,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1772,19,1,0,41,0
558,8420,15315.0,27,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,64,8,0,0,53,1
560,7685,33039.0,4,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,78,7,0,1,45,0
561,3179,81741.0,75,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1572,19,0,0,43,2
562,9780,71499.0,12,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,795,26,0,1,52,2
563,10681,62466.0,13,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,889,26,0,1,53,1
564,10232,48799.0,9,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,331,15,0,1,60,3
565,4184,52157.0,48,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,265,12,0,1,73,3
566,9120,66565.0,80,8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1065,19,0,1,61,2
567,891,29298.0,60,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,11,4,0,2,72,2
568,10381,47691.0,43,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,21,4,0,1,44,2
569,3525,38200.0,19,7,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,17,4,0,2,53,2
570,6818,44989.0,26,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,369,16,0,1,49,0
571,3526,38443.0,58,7,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,38,6,0,2,55,2
